     .0000000D+00   -.1000000D-02
     .1000000D-02   -.4597970D-03
     .2000000D-02    .8052798D-04
     .3000000D-02    .6210563D-03
     .4000000D-02    .1161923D-02
     .5000000D-02    .1703355D-02
     .6000000D-02    .2245729D-02
     .7000000D-02    .2789671D-02
     .8000000D-02    .3336228D-02
     .9000000D-02    .3887144D-02
     .1000000D-01    .4445323D-02
     .1100000D-01    .5015608D-02
     .1200000D-01    .5606069D-02
     .1300000D-01    .6230159D-02
     .1400000D-01    .6910295D-02
     .1500000D-01    .7683843D-02
     .1600000D-01    .8613075D-02
     .1700000D-01    .9801782D-02
     .1800000D-01    .1142295D-01
     .1900000D-01    .1376488D-01
     .2000000D-01    .1730808D-01
     .2100000D-01    .2283650D-01
     .2200000D-01    .3159812D-01
     .2300000D-01    .4556017D-01
     .2400000D-01    .6778136D-01
     .2500000D-01    .1029161D+00
     .2600000D-01    .1578765D+00
     .2700000D-01    .2426540D+00
     .2800000D-01    .3712665D+00
     .2900000D-01    .5627525D+00
     .3000000D-01    .8420706D+00
     .3100000D-01    .1240705D+01
     .3200000D-01    .1796740D+01
     .3300000D-01    .2554148D+01
     .3400000D-01    .3561124D+01
     .3500000D-01    .4867359D+01
     .3600000D-01    .6520390D+01
     .3700000D-01    .8561287D+01
     .3800000D-01    .1102018D+02
     .3900000D-01    .1391219D+02
     .4000000D-01    .1723437D+02
     .4100000D-01    .2096414D+02
     .4200000D-01    .2505950D+02
     .4300000D-01    .2946100D+02
     .4400000D-01    .3409538D+02
     .4500000D-01    .3888012D+02
     .4600000D-01    .4372873D+02
     .4700000D-01    .4855586D+02
     .4800000D-01    .5328188D+02
     .4900000D-01    .5783653D+02
     .5000000D-01    .6216148D+02
     .5100000D-01    .6621163D+02
     .5200000D-01    .6995538D+02
     .5300000D-01    .7337404D+02
     .5400000D-01    .7646049D+02
     .5500000D-01    .7921749D+02
     .5600000D-01    .8165580D+02
     .5700000D-01    .8379221D+02
     .5800000D-01    .8564774D+02
     .5900000D-01    .8724607D+02
     .6000000D-01    .8861213D+02
     .6100000D-01    .8977103D+02
     .6200000D-01    .9074725D+02
     .6300000D-01    .9156399D+02
     .6400000D-01    .9224280D+02
     .6500000D-01    .9280334D+02
     .6600000D-01    .9326327D+02
     .6700000D-01    .9363823D+02
     .6800000D-01    .9394195D+02
     .6900000D-01    .9418632D+02
     .7000000D-01    .9438155D+02
     .7100000D-01    .9453636D+02
     .7200000D-01    .9465809D+02
     .7300000D-01    .9475290D+02
     .7400000D-01    .9482594D+02
     .7500000D-01    .9488145D+02
     .7600000D-01    .9492292D+02
     .7700000D-01    .9495321D+02
     .7800000D-01    .9497463D+02
     .7900000D-01    .9498906D+02
     .8000000D-01    .9499800D+02
